year,author,method,reportScore,methodsScore
2011,Patel MM,SCCS,0,100
2011,Plascencia-Hernandez A,SCCS,0,100
2011,Pluscauskas M,SCCS,0,100
2011,Potter BK,SCCS,0,100
2011,Potter BK,SCCS,0,100
2011,Raschetti R,SCCS,50,100
2011,Renoiner EIM,SCCS,0,100
2011,Rezk GHP,SCCS,0,100
2011,Ross C,SCCS,0,100
2011,Rothwell D,SCCS,0,100
2011,Sach T,SCCS,0,50
2011,Salmaso S,SCCS,50,100
2011,Sato HK,SCCS,0,100
2011,Schlegel C,SCCS,0,100
2011,Schuler R,SCCS,0,100
2011,Seabroke S,SCCS,0,100
2011,Silva CLO,SCCS,0,100
2011,Siriwardena AN,SCCS,50,100
2011,Smith C,SCCS,50,50
2011,Smith C,SCCS,50,50
2011,Sparks R,SCCS,0,100
2011,Spila-Alegiani S,SCCS,50,100
2011,Stowe J,SCCS,100,100
2011,Stowe J,SCCS,0,100
2011,Summar M,SCCS,0,100
2011,Tate J,SCCS,0,100
2011,Tinajero-Pizano R,SCCS,0,100
2011,Toledo-Cortina G,SCCS,0,100
2011,Tomba GS,SCCS,50,100
2011,Traversa G,SCCS,50,100
2011,Tubert-Bitter P,SCCS,0,100
2011,Van Walraven C,SCCS,0,100
2011,Weintraub ES,SCCS,0,100
2011,Welch-Burke T,SCCS,0,100
2011,Wilson K,SCCS,0,100
2011,Wilson K,SCCS,50,100
2011,Wilson K,SCCS,0,100
2011,Xu Stan,SCCS,0,100
2011,Zhu Yuwei,SCCS,0,100
2012,Bos JH,SCC,100,100
2012,de Jong-van den Berg LTW,SCC,100,100
2012,Koopmans PC,SCC,100,100
2012,Andersen PK,SCC,0,50
2012,Anderson G,SCC,0,50
2012,Andersson C,SCC,0,50
2012,Avalos M,SCC,50,50
2012,Baer MR,SCC,0,100
2012,Bazin F,SCC,50,50
2012,Bell CM,SCC,0,50
2012,Berry SD,SCC,100,50
2012,Blazejewski S,SCC,50,50
2012,Blumberg N,SCC,100,100
2012,Buka S,SCC,100,100
2012,Campbell RJ,SCC,100,50
2012,Chang Chia-Hsuin,SCC,100,100
2012,Chang Chia-Hsuin,SCC,100,100
2012,Chen Hsi-Chieh,SCC,100,100
2012,Chen Hsi-Chieh,SCC,100,100
2012,Chen Shu-Ting,SCC,100,100
2012,Choi Nam-Kyong,SCC,100,100
2012,Chopra V,SCC,100,100
2012,Chou Hsu-Wen,SCC,100,100
2012,Contrand B,SCC,50,50
2012,Davidoff A,SCC,100,100
2012,Delorme B,SCC,50,50
2012,Dore DD,SCC,100,100
2012,Durrieu G,SCC,50,50
2012,Flanders SA,SCC,100,100
2012,Folke F,SCC,100,50
2012,Fosbol EL,SCC,100,50
2012,Gadegbeku B,SCC,50,50
2012,Gerds T,SCC,100,50
2012,Gill SS,SCC,100,50
2012,Girodet PO,SCC,50,50
2012,Gislason GH,SCC,100,50
2012,Goldberg M,SCC,50,50
2012,Goldense D,SCC,100,50
2012,Gore SD,SCC,100,100
2012,Gruneir A,SCC,100,50
2012,Herrmann N,SCC,100,50
2012,Jensen A,SCC,100,50
2012,Kang Dong-Yoon,SCC,100,100
2012,Kanters JK,SCC,100,50
2012,Ke X,SCC,100,100
2012,Kiel DP,SCC,100,50
2012,Kim Ye-Jee,SCC,100,100
2012,Kober L,SCC,100,50
2012,Kuo Chuei-Wen,SCC,100,100
2012,Lagarde E,SCC,50,50
2012,Lai Mei-Shu,SCC,100,100
2012,Lai Mei-Shu,SCC,100,100
2012,Lai Mei-Shu,SCC,100,50
2012,Langa KM,SCC,100,100
2012,Larsen JK,SCC,100,50
2012,Laumon B,SCC,50,50
2012,Lauque D,SCC,50,50
2012,Lecoules N,SCC,50,50
2012,Lee Joongyub,SCC,100,100
2012,Lee Yen-Chieh,SCC,100,100
2012,Levine DA,SCC,100,100
2012,Lin Jou-Wei,SCC,100,100
2012,Lin Min-Shung,SCC,100,100
2012,Linkletter C,SCC,100,100
2012,Lippert FK,SCC,100,50
2012,Lipsitz LA,SCC,100,50
2012,Liu Chia-Lin,SCC,100,50
2012,Maclure M,SCC,100,100
2012,McNally D,SCC,100,100
2012,Mittleman MA,SCC,100,50
2012,Moore N,SCC,50,50
2012,Mor V,SCC,100,100
2012,Mostofsky E,SCC,100,50
2012,Newman AM,SCC,100,50
2012,Nielsen SL,SCC,100,50
2012,Olesen JB,SCC,100,50
2012,Orriols L,SCC,50,50
2012,Park Byung-Joo,SCC,100,100
2012,Park Soyoung,SCC,100,100
2012,Pehrson S,SCC,100,50
2012,Philip P,SCC,50,50
2012,Poulsen HE,SCC,100,50
2012,Queinec R,SCC,50,50
2012,Rhee Chui-Woo,SCC,100,100
2012,Rochon PA,SCC,100,50
2012,Rogers MAM,SCC,100,100
2012,Sato M,SCC,100,100
2012,Seitz DP,SCC,100,50
2012,Shau Wen-Yi,SCC,100,100
2012,Shau Wen-Yi,SCC,100,50
2012,Smith SW,SCC,100,100
2012,Solomon DH,SCC,100,50
2012,Suissa S,SCC,50,50
2012,Torp-Pedersen C,SCC,100,50
2012,Wang Shirley,SCC,100,100
2012,Weeke P,SCC,100,50
2012,Wu Chi-Shin,SCC,100,50
2012,Zhang Yuqing,SCC,100,50
2012,Andrews N,SCCS,100,100
2012,Andrews N,SCCS,0,100
2012,Arnheim-Dahlstrom L,SCCS,0,100
2012,Austin PC,SCCS,100,50
2012,Baggs JM,SCCS,0,100
2012,Baggs JM,SCCS,100,100
2012,Baxter R,SCCS,0,100
2012,Baxter R,SCCS,100,100
2012,Beland SG,SCCS,0,50
2012,Blum M,SCCS,50,100
2012,Bonhoeffer J,SCCS,100,100
2012,Boucher RM,SCCS,0,100
2012,Boulianne N,SCCS,0,100
2012,Breuer T,SCCS,50,100
2012,Brunet D,SCCS,0,100
2012,Butt DA,SCCS,100,50
2012,Carter GL,SCCS,100,0
2012,Cervantes-Apolinar M,SCCS,50,100
2012,Charles PG,SCCS,0,100
2012,Cheng A,SCCS,0,100
2012,Christensen J,SCCS,0,100
2012,Clothier HJ,SCCS,0,100
2012,Colindres RE,SCCS,50,100
2012,Crawford NW,SCCS,0,100
2012,Crowcroft NS,SCCS,100,100
2012,Daley JM,SCCS,100,100
2012,Daley MF,SCCS,0,100
2012,Dartigues JF,SCCS,0,50
2012,Dassanayake TL,SCCS,100,0
2012,Day B,SCCS,0,100
2012,Day T,SCCS,0,100
2012,De Serres G,SCCS,0,100
2012,De Wals P,SCCS,0,100
2012,DeAntonio-Suarez R,SCCS,50,100
2012,Deceuninck G,SCCS,0,100
2012,Deeks SL,SCCS,100,100
2012,DeStefano F,SCCS,0,100
2012,Douglas I,SCCS,50,50
2012,Ducruet T,SCCS,0,50
2012,Evans SJ,SCCS,50,50
2012,Farrington CP,SCCS,0,50
2012,Fireman BH,SCCS,100,100
2012,Fourrier-Reglat A,SCCS,0,50
2012,Gargiullo PM,SCCS,0,100
2012,Gates P,SCCS,0,100
2012,Gay C,SCCS,0,100
2012,Glanz JM,SCCS,0,100
2012,Glazier RH,SCCS,100,50
2012,Gomes T,SCCS,100,50
2012,Grajales C,SCCS,50,100
2012,Grosso A,SCCS,50,50
2012,Hallgreen J,SCCS,0,100
2012,Hambidge SJ,SCCS,0,100
2012,Hawken S,SCCS,100,100
2012,Hawken S,SCCS,0,100
2012,Hemingway H,SCCS,50,50
2012,Hernandez MT,SCCS,50,100
2012,Hingorani A,SCCS,50,50
2012,Hviid A,SCCS,100,100
2012,Hviid A,SCCS,0,100
2012,Irving S,SCCS,0,100
2012,Jackson LA,SCCS,0,100
2012,Jackson LA,SCCS,100,100
2012,Jacobsen SJ,SCCS,0,100
2012,Jacobsen SJ,SCCS,100,100
2012,Johansen K,SCCS,100,100
2012,Jones AL,SCCS,100,0
2012,Kiers L,SCCS,0,100
2012,Kwong JC,SCCS,100,100
2012,Landry M,SCCS,0,100
2012,Lewis P,SCCS,0,100
2012,Li J,SCCS,0,100
2012,Liu A,SCCS,100,100
2012,Macdonnell R,SCCS,0,100
2012,Mamdani M,SCCS,100,50
2012,Manuel DG,SCCS,100,100
2012,Marcy SM,SCCS,100,100
2012,McClure D,SCCS,0,100
2012,McElduff P,SCCS,100,0
2012,Mercadillo MG,SCCS,50,100
2012,Michie PT,SCCS,100,0
2012,Miller E,SCCS,100,100
2012,Moore N,SCCS,0,50
2012,Morgan O,SCCS,0,100
2012,Moride Y,SCCS,0,50
2012,Naleway AL,SCCS,0,100
2012,Narwaney KJ,SCCS,0,100
2012,Nordin JD,SCCS,0,100
2012,Nordin JD,SCCS,100,100
2012,Olsen J,SCCS,0,100
2012,Ortega-Barria E,SCCS,50,100
2012,Pariente A,SCCS,0,50
2012,Roberts L,SCCS,0,100
2012,Rodriguez-Casero V,SCCS,0,100
2012,Ross C,SCCS,0,100
2012,Shoup JA,SCCS,0,100
2012,Smeeth L,SCCS,50,50
2012,Sparen P,SCCS,0,100
2012,Stokes BJ,SCCS,100,0
2012,Stowe J,SCCS,100,100
2012,Sun Y,SCCS,0,100
2012,Svanstrom H,SCCS,100,100
2012,Sy Lina S,SCCS,100,100
2012,Timmis  A,SCCS,50,50
2012,Tokars JI,SCCS,0,100
2012,Torres FJ,SCCS,50,100
2012,Toth E,SCCS,0,100
2012,Tseng HF,SCCS,100,100
2012,Tu Karen,SCCS,100,50
2012,Vedsted P,SCCS,0,100
2012,Velazquez FR,SCCS,50,100
2012,Vellozzi C,SCCS,0,100
2012,Verstraeten T,SCCS,50,100
2012,Vestergaard M,SCCS,0,100
2012,Viray M,SCCS,0,100
2012,Weibull CE,SCCS,0,100
2012,Weinmann S,SCCS,100,100
2012,Weintraub ES,SCCS,0,100
2012,Weintraub ES,SCCS,100,100
2012,Whyte IM,SCCS,100,0
2012,Wijeratne T,SCCS,0,100
2012,Wilson K,SCCS,100,100
2012,Wilson K,SCCS,0,100
2012,Wise M,SCCS,0,100
2012,Xu Stan,SCCS,0,100
2013,Berry SD,SCC,100,50
2013,Berry SD,SCC,100,100
2013,Bird ST,SCC,100,100
2013,Bjorkenstam C,SCC,100,50
2013,Bonafide CP,SCC,100,100
2013,Brophy JM,SCC,100,100
2013,Cai Shubing,SCC,100,100
2013,Chang Chia-Hsuin,SCC,100,50
2013,Chang Yoosoo,SCC,100,100
2013,Cheng Yu-Cheng,SCC,100,100
2013,Choi Hyon,SCC,100,50
2013,Choi Nam-Kyong,SCC,100,100
2013,Choi Nam-Kyong,SCC,100,100
2013,Delaney JAC,SCC,100,100
2013,Delorme B,SCC,100,50
2013,Dore DD,SCC,100,100
2013,Emery JD,SCC,100,100
2013,Etminan M,SCC,100,100
2013,Foubert-Samier A,SCC,100,50
2013,Gadegbeku B,SCC,100,50
2013,Gau Susan Shur-Fen,SCC,100,100
2013,Hallqvist J,SCC,100,50
2013,Hartzema AG,SCC,100,100
2013,Holman CDJ,SCC,100,100
2013,Holmes JH,SCC,100,100
2013,Huang EJ,SCC,100,100
2013,Hyun Min Kyung,SCC,100,50
2013,Jang Eun Jin,SCC,100,50
2013,Jung Sun-Young,SCC,100,100
2013,Jung Sun-Young,SCC,100,100
2013,Karen R,SCC,100,100
2013,Kiel DP,SCC,100,50
2013,Kim Ju-Young,SCC,100,100
2013,Kim Kyungjoo,SCC,100,50
2013,Kwon Jun S,SCC,100,100
2013,Laflamme L,SCC,100,100
2013,Lagarde E,SCC,100,50
2013,Lagarde E,SCC,50,50
2013,Lai Mei-Shu,SCC,100,50
2013,Lee Chang-Hoon,SCC,100,50
2013,Lee Joongyub,SCC,100,100
2013,Lee Joongyub,SCC,100,100
2013,Lee Na Rae,SCC,100,50
2013,Lee Yoojin,SCC,100,100
2013,Liu Chia-Lin,SCC,100,50
2013,Ljung R,SCC,100,50
2013,Moller J,SCC,100,100
2013,Moller J,SCC,100,50
2013,Moore N,SCC,100,50
2013,Nadkarni VM,SCC,100,100
2013,Orriols L,SCC,100,50
2013,Orriols L,SCC,50,50
2013,Park Byung-Joo,SCC,100,100
2013,Park Byung-Joo,SCC,100,100
2013,Philip P,SCC,100,50
2013,Price SD,SCC,100,100
2013,Ringback G,SCC,100,50
2013,Salmi P,SCC,100,50
2013,Sanfilippo FM,SCC,100,100
2013,Shau Wen-Yi,SCC,100,50
2013,Shin Ju-Young,SCC,100,100
2013,Soderberg KC,SCC,100,100
2013,Song HJ,SCC,100,100
2013,Suissa S,SCC,50,50
2013,Tricotel A,SCC,100,50
2013,Tsai Hui-Ju,SCC,100,100
2013,Wang Sheng-Chang,SCC,100,100
2013,Wilchesky M,SCC,50,50
2013,Wu Chi-Shin,SCC,100,100
2013,Wu Chi-Shin,SCC,100,50
2013,Yim Jae-Joon,SCC,100,50
2013,Zhang Yuqing,SCC,100,50
2013,Zhu Yanyan,SCC,100,50
2013,Marcy SM,SCCS,100,100
2013,Andrews N,SCCS,0,100
2013,Asturias EJ,SCCS,100,100
2013,Austin PC,SCCS,100,50
2013,Baxter R,SCCS,100,100
2013,Beau-Lejdstrom R,SCCS,0,100
2013,Beghi E,SCCS,0,100
2013,Benchimol EI,SCCS,0,100
2013,Benedetti MD,SCCS,0,100
2013,Bines J,SCCS,0,100
2013,Bird ST,SCCS,0,100
2013,Black SB,SCCS,0,100
2013,Bonhoeffer J,SCCS,0,100
2013,Brophy JM,SCCS,0,100
2013,Bryan P,SCCS,0,100
2013,Butt DA,SCCS,100,50
2013,Buttery J,SCCS,0,100
2013,Buttery J,SCCS,0,100
2013,Carlin JB,SCCS,0,100
2013,Chih Yi-Chlen,SCCS,50,100
2013,Chio A,SCCS,0,100
2013,Chuang Jen-Hsiang,SCCS,50,100
2013,Chuang SK,SCCS,0,100
2013,Contreras-Roldan IL,SCCS,100,100
2013,Crawford NW,SCCS,0,100
2013,D'Alessandro R,SCCS,0,100
2013,de Vries CS,SCCS,0,100
2013,De Wals P,SCCS,0,100
2013,Deceuninck G,SCCS,0,100
2013,Delaney JAC,SCCS,0,100
2013,Dodd CN,SCCS,0,100
2013,Donahue JG,SCCS,100,100
2013,Donegan K,SCCS,0,100
2013,Ducharme R,SCCS,100,100
2013,Etminan M,SCCS,0,100
2013,Evans SJ,SCCS,0,50
2013,Fardet L,SCCS,0,100
2013,Filippini G,SCCS,0,100
2013,Galeotti F,SCCS,0,100
2013,Garcia-Melgar AJ,SCCS,100,100
2013,Gaynes BN,SCCS,0,0
2013,Gimenez-Sanchez F,SCCS,0,100
2013,Glanz JM,SCCS,100,100
2013,Glazier RH,SCCS,100,50
2013,Gomes T,SCCS,100,50
2013,Gutierrez-Gimeno MV,SCCS,0,100
2013,Halsey NA,SCCS,100,100
2013,Hartman K,SCCS,100,100
2013,Hartzema AG,SCCS,0,100
2013,Hawken S,SCCS,0,100
2013,Hawken S,SCCS,100,100
2013,Haynes K,SCCS,0,0
2013,Heijbel H,SCCS,0,100
2013,Hua W,SCCS,0,100
2013,Huang Wan-Ting,SCCS,50,100
2013,Hughes H,SCCS,0,100
2013,Hur K,SCCS,0,100
2013,Hviid A,SCCS,0,100
2013,Izurieta H,SCCS,0,100
2013,Jackson LA,SCCS,100,100
2013,Jacobsen SJ,SCCS,100,100
2013,Kelman J,SCCS,0,100
2013,Kilpi T,SCCS,0,100
2013,King B,SCCS,0,100
2013,Kwong JC,SCCS,0,100
2013,Lee KJ,SCCS,0,100
2013,Liao Tzu-Lin,SCCS,50,100
2013,Logroscino G,SCCS,0,100
2013,Lopert R,SCCS,0,100
2013,Lopez-Callada VR,SCCS,0,100
2013,Macartney KK,SCCS,0,100
2013,Macartney KK,SCCS,0,100
2013,Mamdani M,SCCS,100,50
2013,Marshall SW,SCCS,0,0
2013,Massari M,SCCS,0,100
2013,McIntyre PB,SCCS,0,100
2013,Morales-Oquendo V,SCCS,100,100
2013,Moulton LH,SCCS,100,100
2013,Naftel AJ,SCCS,0,0
2013,Naleway AL,SCCS,100,100
2013,Nazareth I,SCCS,0,100
2013,Nazareth I,SCCS,0,50
2013,Nordin JD,SCCS,100,100
2013,Petersen I,SCCS,0,100
2013,Petersen I,SCCS,0,50
2013,Pugliatti M,SCCS,0,100
2013,Qian L,SCCS,100,100
2013,Quinn HE,SCCS,0,100
2013,Ram M,SCCS,100,100
2013,Raman SR,SCCS,0,0
2013,Raschetti R,SCCS,0,100
2013,Rauscher M,SCCS,100,100
2013,Rett M,SCCS,0,100
2013,Romio SA,SCCS,0,100
2013,Salmon D,SCCS,0,100
2013,Santuccio C,SCCS,0,100
2013,Sanz N,SCCS,0,100
2013,Seabroke S,SCCS,0,100
2013,Silverman B,SCCS,0,100
2013,Skeldon SC,SCCS,0,100
2013,Storsaeter J,SCCS,0,100
2013,Sturkenboom MCM,SCCS,0,100
2013,Sturmer T,SCCS,0,0
2013,Sy Lina S,SCCS,100,100
2013,Thirugnanam U,SCCS,0,100
2013,Thomson A,SCCS,0,100
2013,Tseng HF,SCCS,100,100
2013,Tu Karen,SCCS,100,50
2013,van der Maas N,SCCS,0,100
2013,Vellozzi C,SCCS,0,100
2013,Weintraub ES,SCCS,100,100
2013,Whitaker HJ,SCCS,0,100
2013,Whitaker HJ,SCCS,0,50
2013,Wijlaars LPMM,SCCS,0,50
2013,Wilson K,SCCS,0,100
2013,Wilson K,SCCS,100,100
2013,Wu Wan-Jen,SCCS,50,100
2013,Yang Hsu-Wen,SCCS,50,100
2013,Yang Shu-Er,SCCS,50,100
2013,Yih K,SCCS,0,100
2013,Zhang T,SCCS,0,100
2013,Zuber P,SCCS,0,100
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
